JPWORD,ENGWORD
宝石,jewelry 
市中,In the city
並列,parallel
町長,mayor
マツダ,mazda
ベテラン,veteran
県民,Prefectural citizen
篠,Shino
親族,relatives
ドクター,doctor
垂らす,drip
大国,great power
法政大,Hosei University
利便,convenience
神道,Shinto
籠,basket
ケベック,quebec
ボヘミア,bohemia
参事,Counselor
アルト,alto
分家,branch family
歓迎,welcome
右派,right wing
ハプスブルク,Habsburg
立憲,constitutional
真似る,mimic
足立,Adachi
ディフェンス,defense
裕福,wealthy
百合,lily
採取,collection
改変,modification
可変,variable
軍政,military government
いつ,when
シューティング,Shooting
ケータイ,Mobile phone
早くから→早く,Early → Early
群れる,flock together
舞踊,dance
クラッシュ,crash
捕食,Predation
入国,entry into the country
婚姻,marriage
起因,origin
妨げる,hinder
拒む,refuse
接収,Requisition
志摩,Shima
拍子,beat
撤廃,abolition
造形,molding
猟,hunting
グローブ,glove
所縁,connection
分泌,secretion
剥奪,deprivation
テナント,tenant
ベルク,berg
バロック,baroque
器具,utensil
急増,Rapid increase
コイン,coin
アタック,attack
サミュエル,samuel
竹内,Takeuchi
失業,unemployment
宇部,Ube
未明,dawn
本尊,Principal image
以外,other than
ジャンクション,junction
バンコク,Bangkok
レポート,report
広州,Guangzhou
無罪,Not guilty
オファー,offer
抽象,abstract
包括,comprehensive
小児,Child
モロッコ,Morocco
暴行,assault
敦,Atsushi
発作,seizure
競艇,Boat race
四季,four seasons
卓球,table tennis
資材,materials
カウント,count
公正,fairness
マンハッタン,manhattan
スクウェア,square
素子,element
遺族,bereaved family
レビュー,review
変速,gear shift
グラム,grams
マイアミ,miami
紐,string
市制,city ​​system
中古,second hand
木下,Kinoshita
通報,Report
ヘルマン,hermann
裸,naked
財閥,Zaibatsu
載る,Post
川村,Kawamura
伯母,aunt
村山,Murayama
果てる,come to an end
患う,suffer from
リクエスト,request
派閥,faction
ヨハネ,John
名字,Surname
基調,keynote
聴取,listening
スラヴ,Slavic
ヴァージョン,version
収束,convergence
経費,expenses
炭酸,carbonic acid
解剖,anatomy
樹木,tree
光線,rays of light
家電,home appliances
背面,back
凱旋,triumphant return
リミックス,remix
ジミー,jimmy
ちゃんねる,channel
勘,intuition
ピッチ,pitch
安永,Yasunaga
民法,civil law
律令,Ritsuryo
用品,supplies
隆盛,prosperity
コソボ,kosovo
出血,bleeding
腸,intestines
辛い,hard
絹,silk
心配,anxiety
レオポルト,leopold
分校,branch school
傾く,lean
ガールズ,girls
コーポレーション,corporation
綾,Aya
飛騨,Hida
受託,Entrustment
強盗,robbery
手塚,Tezuka
平坦,flat
トミー,Tommy
ミッド,mid
精密,precision
消失,Disappearance
人名,person's name
民謡,folk song
従四位,Junior Fourth Rank
新曲,New song
終焉,end
総監,Superintendent
加茂,Kamo
ジェファーソン,jefferson
ウルフ,wolf
本書,This book
ワーク,work
星野,Hoshino
給与,salary
聖母,virgin
記念日,anniversary
選択肢,choices
鱗,scale
松江,Matsue
帽子,hat
本山,Head temple
スルターン,sultan
無名,anonymous
治める,govern
歌人,poet
コマーシャル,commercial
道徳,moral
ホット,hot
系譜,Genealogy
体格,physique
出兵,dispatch of troops
蒋介石,Chiang Kai-shek
覗く,peek
程無く,soon
レイアウト,layout
サマー,summer
アーム,arm
戦列,line of battle
喫茶,cafe
最高裁,supreme court
長老,elder
離党,Leaving the party
カーネル,kernel
旧来,Traditionally
進入,approach
カヴァー,cover
パーソナル,personal
いすゞ,Isuzu
谷川,Tanigawa
発刊,Publication
思い出,memory
クラリネット,clarinet
ニューオーリンズ,new orleans
閣,Cabinet
練る,Knead
ヴュルテンベルク,wurttemberg
パケット,packet
犯行,crime
考察,Consideration
パトリック,patrick
当社,Our company
子役,child actor
非公式,informal
官職,Government position
幌,hood
オペレーティングシステム,operating system
マスト,mast
了,Finished
波長,wavelength
クリーブランド,cleveland
ケリー,kelly
代用,substitute
報ずる,report
ロータリー,rotary
火曜,Tuesday
マーケティング,marketing
不法,illegal
枠組み,framework
夜行,night trip
凌ぐ,surpass
骨格,skeleton
フォックス,fox
ベストセラー,bestseller
ペンネーム,pen name
八木,Yagi
大差,Huge difference
尾崎,Ozaki
先述,mentioned earlier
平定,pacification
世話,care
女流,female
マイナーチェンジ,Minor changes
狐,fox
望,Desire
出世,career advancement
地主,landowner
ゴミ,rubbish
お陰,Thanks to you
宅地,residential land
瀬川,Segawa
白川,Shirakawa
カート,cart
陽子,proton
駆け付ける,rush
静止,stillness
ディー,Dee
支局,Branch office
休暇,vacation
トランペット,trumpet
飛躍,leap forward
翁,old man
視野,field of view
補充,replenishment
大河,taiga
出典,source
収納,storage
リボン,ribbon
如何に,How
葵,Aoi
点数,score
津山,Tsuyama
米子,Yonago
防護,protection
楽譜,Musical score
商会,Chamber of Commerce
大川,Okawa
最悪,worst
アルフ,Alf
桐生,Kiryu
山間,Mountains
巧み,skillful
レバノン,Lebanon
密か,Secretly
パイオニア,pioneer
フォーム,form
屋外,outdoor
取り除く,remove
引き出す,draw out
痛,pain
メリーランド,maryland
鉱業,mining
近縁,Close relative
野戦,field
次回,next time
大学生,university student
曜日,day of week
古巣,old nest
田舎,countryside
眞,Shin
広める,spread
パンタグラフ,pantograph
ベートーヴェン,beethoven
警報,alarm
逃走,escape
嘘,lie
古来,ancient times
好く,well
服部,Hattori
上越,Joetsu
電信,telegraph
立花,Tachibana
上皇,Retired Emperor
廣,Hiroshi
以って,Therefore
伊丹,Itami
常任,Permanent
ポケットモンスター,Pokemon
ドライ,dry
小樽,Otaru
クルーズ,cruise
道中,On the way
寸前,On the verge
婚,marriage
早世,early death
縄文,Jomon
議事,Agenda
皿,dish
ボイラー,boiler
多重,Multiplex
園芸,gardening
ダラス,dallas
アレックス,Alex
通話,call
金山,Kanayama
摩擦,friction
探知,detection
円盤,disk
大東,Daito
定か,Not sure
年上,older
三宅,Miyake
浮き世,world
ジャーナル,journal
泳,swimming
中堅,mid-level
対話,dialogue
早くも,As early as
豊川,Toyokawa
牌,tiles
延喜,Engi
合作,collaboration
大別,Broad classification
ウズベキスタン,uzbekistan
情,affection
地裁,District court
穀物,grain
多額,large amount
ルーツ,roots
格子,lattice
田原,Tahara
グラン,Grand
部数,Number of copies
配分,allocation
奨学,scholarship
スマートフォン,smartphone
パナソニック,panasonic
自家,own house
硬式,Hard type
混ぜる,mix
供,Supplement
リプレイ,replay
セルフ,self
オークランド,auckland
選る,choose
鳩山,Hatoyama
出題,question
圭,Kei
母方,maternal side
開港,Opening of port
火曜日,Tuesday
廉価,low price
城壁,castle wall
批准,ratification
シェル,shell
フェルナンド,fernando
ルクセンブルク,Luxembourg
楽しめる→楽しむ,enjoy → enjoy
近似,approximation
車掌,conductor
フィレンツェ,florence
柔らかい,soft
部活,club activities
ロジャー,roger
例年,usual year
兵員,soldiers
左岸,left bank
後続,successor
プリンセス,Princess
アリー,Ally
ドナルド,donald
遺物,relic
盛り上がる,get excited
スタメン,starting lineup
供する,provide
年長,elder
参拝,worship
牙,fang
祭神,enshrined deity
若松,Wakamatsu
黒色,black color
伴奏,accompaniment
悠,Yuu
テロップ,telop
ウインドー,window
コネチカット,connecticut
サウスカロライナ,South Carolina
的,target
手数,number of steps
合法,legal
緑地,green space
突起,protrusion
年々,Year after year
下総,Shimousa
兵役,military service
大同,Datong
取り壊す,tear down
悟る,realize
水分,moisture
ハイブリッド,hybrid
発現,manifestation
都営,Toei
願,wish
騒音,noise
歌曲,song
右岸,right bank
斜め,diagonal
断片,piece
八郎,Hachiro
廃校,Closed school
相俟つ,Mutual
祖国,homeland
亜目,suborder
齢,age
着任,Arrival
ユネスコ,UNESCO
戦記,war story
支所,branch
新町,Shinmachi
武術,martial arts
特設,Special setting
累計,Cumulative
産卵,Spawning
アラバマ,alabama
すると,Then
ペドロ,pedro
改番,New number
厳格,strict
強まる,strengthen
ヒュー,Hugh
援護,support
射殺,Shooting to death
子音,consonant
ホームズ,holmes
マニラ,Manila
海運,shipping
工藤,Kudo
応答,response
報復,Retaliation
藍,Indigo
巡礼,pilgrimage
平氏,Mr. Taira
事象,phenomenon
処女,virgin
莫大,enormous
水曜日,Wednesday
分配,distribution
換算,Conversion
大作,masterpiece
足りる,enough
背負う,carry on one's back
密着,close contact
ホルン,horn
ケルン,cologne
柿,persimmon
リーズ,leeds
溶ける,melt
専務,Managing Director
エージェント,Agent
エンタープライズ,enterprise
クリントン,clinton
カリブ海,caribbean
北緯,north latitude
書紀,Shoki
いかなる,whatever
高圧,high pressure
葉書き,postcard
ピッツバーグ,pittsburgh
平家,Heike
待遇,treatment
時々,sometimes
古川,Furukawa
ドック,dock
相模原,Sagamihara
苦労,hardship
途絶える,cease to exist
隕石,meteorite
飛び出す,jump out
反す,ruminate
崩御,demise
肌,skin
封ずる,seal
局所,local
亀山,Kameyama
ネパール,Nepal
稔,Minoru
処罰,punishment
レーサー,racer
孵る,hatch out
出動,dispatch
預ける,deposit
辛,Spicy
負債,liabilities
安土,Azuchi
赤穂,Ako
カラオケ,karaoke
寄進,Donation
准将,brigadier general
愚痴,Complaining
スライド,slide
舗装,pavement
誌上,In the magazine
警官,police officer
ニコニコ,smilingly
ディア,Dear
交互に 交互,alternately alternately
美人,beautiful woman
筐体,housing
幸福,happiness
アルジェリア,algeria
遠隔,Remote
目処,Prospect
マーガレット,Margaret
定時,Fixed time
乙女,maiden
積載,Loading
マイン,Mine
コンゴ民主共和国,Democratic Republic of the Congo
練馬,Nerima
物真似,mimicry
酒造,Sake brewery
畠山,Hatakeyama
常連,Regular customer
檜,Japanese cypress
バリー,barry
ブリテン,britain
罰金,fine
落成,Inauguration
鮨,sushi
マネー,money
ヒップホップ,hip hop
ネルソン,nelson
服装,clothing
ケア,care
ストック,stock
腹部,abdomen
教諭,teacher
日刊,Daily
嫁ぐ,marry
封入,Enclosure
佐渡,Sado
カセット,cassette
己,Self
写像,Mapping
因,cause
ヴェルディ,verdi
免,exemption
一見,Glimpse
カルシウム,calcium
ウォーズ,wars
ビュー,view
スプリント,sprint
長寿,longevity
シャープ,sharp
保留,on hold
委ねる,entrust
代役,substitute
番付,Banzuke
学級,class
反転,inversion
サイエンス,science
レーン,lane
庄内,Shonai
金田,Kaneda
関税,customs duty
早々,as soon as
気体,gas
リサーチ,research
ヨハネス,Johannes
情熱,passion
斤,loaf
古里,hometown
付き合う,keep company
灌漑,irrigation
疑似,pseudo
おおよそ,approximately
遺言,will
ルパン,Lupin
トヨタ自動車,toyota motor vehicle
ミシェル,michelle
鮎,sweetfish
優等,Honors
公団,public corporation
マルコ,marco
溶く,melt
疎開,evacuation
赤外線,infrared
口座,account
カリウム,potassium
忠誠,loyalty
教鞭,teaching
通訳,interpretation
強固,strong
アクセント,accent
展覧,exhibition
謳う,sing
アトラクション,attraction
バード,bird
赤松,Akamatsu
寸法,size
工兵,engineer
働き掛ける,encourage
上洛,Kyoto
富士見,Fujimi
山麓,foot of mountain
戴冠,coronation
エニックス,enix
軍需,munitions
生ける,live
癩,leprosy
快,pleasure
公用,Official use
切り離す,separate
藤本,Fujimoto
転身,Transformation
ブリュッセル,Brussels
本館,Main building
ウルグアイ,Uruguay
ストライキ,strike
部落,Buraku
メチル,methyl
アルベルト,alberto
クリストファー,christopher
声楽,vocal music
砲身,gun barrel
スーパーボウル,super bowl
幼虫,larva
昴,Subaru
専任,Full-time
尋ねる,ask
低地,lowland
断面,cross section
上層,upper layer
取り出す,take out
回帰,regression
目録,inventory
知能,intelligence
蚤,flea
社殿,Shrine building
混血,mixed race
永正,Nagamasa
スプリング,spring
バイオ,bio
パズル,puzzle
躍進,breakthrough
富士通,Fujitsu
ギニア,Guinea
風呂,bath
見受ける,suppose
都督,Governor
燃費,Fuel efficiency
入選,Selected
ボーン,bone
名簿,roster
元首,head of state
榴弾,grenades
跨ぐ,straddle
観戦,Watching the game
推力,thrust
リビア,libya
ホルモン,hormone
オクラホマ,oklahoma
出自,Origin
赤十字,Red Cross
適当,suitable
麗,Beautiful
一括,Bulk
あくまでも,Just to the last
延宝,enpo
常設,Permanently installed
封じる,seal
親方,master
痛める,hurt
肥後,Higo
ジオン,Zeon
アミノ酸,amino acid
勝率,Winning rate
プロフィール,profile
アンケート,questionnaire
稲葉,Inaba
特攻,special attack
直面,face
中道,middle way
八幡宮,Hachiman Shrine
レジスター,register
相馬,Soma
降ろす,unload
ボルト,bolt
妥協,compromise
学芸,Gakugei
意匠,design
明ける,dawn
代打,pinch hitter
奇襲,surprise attack
ミックス,mix
フック,hook
東端,east end
千里,Thousand miles
匹敵,comparable
廃業,Going out of business
地表,surface of the earth
川島,Kawashima
痕跡,trace
蟹,crab
ボーイズ,boys
コロニー,colony
ウォルター,walter
ベラルーシ,Belarus
路上,on the street
離陸,take off
船長,captain
別冊,Separate volume
同点,tie
売り場,sales floor
便利,convenience
託す,entrust
葛飾,Katsushika
翌月,next month
劇的,dramatic
推計,Estimate
開閉,opening and closing
麻痺,paralysis
フード,hood
ブロードウェイ,broadway
全権,full power
大連,Dalian
アップデート,update
教義,doctrine
亘,Wataru
伝送,transmission
ミッドフィールダー,midfielder
迅速,Quick
片岡,Kataoka
中性子,neutron
供与,donation
慎重,cautious
担保,collateral
松島,Matsushima
本庄,Honjo
四球,four balls
国債,national debt
百済,Baekje
坑,pit
児玉,Kodama
マニュアル,manual
フィクション,fiction
血統,Pedigree
こういった,Like this
罠,trap
凹,Concave
末端,end
次第,depend on
原案,draft
真理,truth
異性,opposite sex
ティン,Ting
強硬,tough
大垣,Ogaki
大崎,Osaki
対峙,Confrontation
拡散,diffusion
同居,Living together
四川,Sichuan
板橋,Itabashi
給油,refueling
キス,kiss
チェス,chess
野口,Noguchi
大小,big and small
ひどい,terrible
シール,sticker
金星,Venus
返上,surrender
有志,Volunteer
レイク,lake
侯爵,marquis
戦法,tactics
迫害,persecution
キャンセル,cancel
オープンソース,Open Source
煽る,stir up
止む,stop
大沢,Osawa
ジョーダン,jordan
もっとも,most
アイスホッケー,Ice hockey
蝦夷,Ezo
開花,flowering
進級,promotion
奉仕,service
トルク,torque
スティーブ,steve
充,Mitsuru
艦上,On board
伺える,I can hear it
公営,public management
クリスタル,crystal
ウィスコンシン,wisconsin
創る,create
区切る,punctuate
エリザベト,elizabeth
聡,Satoshi
見積もる,estimate
インド洋,Indian Ocean
哲也,Tetsuya
書き下ろす,write down
休戦,Truce
同位,same rank
生地,material
許容,permissible
歳時,age
母国,home country
押さえる,hold down
一線,First line
カープ,carp
備前,Bizen
銃撃,shooting
スロット,slot
垢,Dirt
団長,leader
世襲,hereditary
手順,procedure
ミスター,Mr.
強烈,strong
両軍,both armies
ショウ,show
賛同,agree
落合,Ochiai
米沢,Yonezawa
抹消,Deletion
ウェル,well
胴,torso
父子,father and son
隔てる,separate
占う,fortune telling
四方,four directions
サテライト,satellite
菅原,Sugawara
告示,notice
接合,joining
ライアン,ryan
望ましい,desirable
治郎,Jiro
ベーシスト,bassist
チャン,Chan
小牧,Komaki
オフィシャル,official
理科,Science
調停,arbitration
ストックホルム,stockholm
オバマ,Obama
マリン,marine
ドラッグ,drag
長門,Nagato
漁港,fishing port
寺社,temples and shrines
公転,revolution
城下町,castle town
電報,telegram
集計,totalling
複線,double track
タンカー,tanker
スタンリー,stanley
けど,but
柵,fence
ナイフ,knife
ボーイ,boy
襟,collar
北魏,Northern Wei
所沢,Tokorozawa
引き換える,redeem
ローリング,rolling
造語,coined word
カタルーニャ,Catalonia
サブタイトル,subtitle
シェイクスピア,shakespeare
ルター,luther
打倒,overthrow
巫女,shrine maiden
曲がる,bend
茸,mushroom
寒い,cold
助成,subsidy
役立つ,useful
サンパウロ,sao paulo
チャージ,charge
組み合わす,combine
結核,tuberculosis
埠頭,pier
モンテネグロ,Montenegro
元号,era name
毒性,toxicity
喋る,speak
簡素,simplicity
中高,middle and high school
メンテナンス,maintenance
入部,Joining the club
未遂,attempted
飼う,keep
混在,mixed
台本,script
仰角,elevation angle
放火,arson
競る,compete
ポルシェ,Porsche
ブラッド,Brad
メーター,meter
幕内,Makuuchi
出掛ける,go out
同志社,Doshisha
紅葉,autumn leaves
給う,give
爵位,title
調和,harmony
アッ,Ah
法定,legal
持ち主,Owner
改易,improvement
諜報,intelligence
片方,One side
河合,Kawai
ロンバルディア,Lombardy
縄,rope
頭角,prominence
パーキング,parking
カプセル,capsule
つもりだ→つもり,I'm going to → I'm going to
キャップ,cap
覚醒,Awakening
レンジ,range
晶,Akira
准教授,Associate Professor
悲しむ,grieve
ポートランド,Portland
従属,dependent
松岡,Matsuoka
ライプツィヒ,leipzig
反響,Reaction
生殖,reproduction
モーリス,maurice
松戸,Matsudo
プファルツ,Palatinate
ボスニア・ヘルツェゴビナ,Bosnia-Herzegovina
エストニア,estonia
シールド,shield
川内,Kawauchi
寄稿,Contribution
故事,story
自伝,autobiography
空挺,airborne
洋画,Western movies
本堂,Main hall
杖,cane
梓,Azusa
シンセサイザー,synthesizer
ひれ,fin
風土,climate
死傷,death or injury
干菓子,dried sweets
怪,Mysterious
転移,metastasis
肯定,positive
自走,Self-propelled
隅,corner
クルー,crew
汗,Sweat
協調,cooperation
呼び名,nickname
採集,collection
岡村,Okamura
峡,Gorge
セックス,sex
大勢,large crowd
噴射,injection
ディビジョン,division
ウィン,win
ウイング,wing
アテナイ,athens
雷撃,lightning strike
薬学,Pharmacy
発光,luminescence
ジャマイカ,Jamaica
支障,hinderance
レーニン,lenin
チャリティー,charity
パラメータ,parameters
基板,substrate
復刻,reprint
支出,Spending
即,Immediately
下級,lower class
第三者,third party
麦,wheat
日経,Nikkei
バッファロー,buffalo
補正,correction
委任,delegation
リリーフ,Relief
ブラウザ,browser
宮中,Imperial court
収蔵,Storage
献上,offering
被告,defendant
移送,transfer
通用,common use
苛める,tease
ハノーファー,hannover
メルセデス,mercedes
オールド,old
一方的,Unilateral
打数,Number of strokes
フロー,flow
潤,Jun
環礁,atoll
日夜,day and night
発酵,fermentation
サイモン,simon
先制,preemptive
ユタ,Utah
車輛,vehicle
申し立てる,allege
イニング,inning
パール,pearl
リーチ,reach
以西,west
提言,Recommendation
エリート,elite
オールナイトニッポン,All Night Nippon
須賀,Suga
惹く,attract
セメント,cement
キッド,kid
整う,be in order
尾翼,tail
ウォーカー,walker
荷重,load
反動,recoil
マイナス,minus
吉良,Kira
候,weather
公明党,Komeito
掘削,drilling
脱走,escape
土砂,earth and sand
健一,Kenichi
婿,son-in-law
預かる,look after
馴染む,fit in
一因,cause
尊重,respect
チーズ,cheese
譲,Yield
減速,deceleration
年始,beginning of the year
京急,Keikyu
傭兵,mercenary
レンジャー,Ranger
前衛,vanguard
器官,organ
収監,Imprisonment
可動,movable
充当,appropriation
滑る,slide
過酷,harsh
交配,mating
列挙,enumeration
フィッシュ,fish
メカニズム,mechanism
ホームラン,home run
退場,Exit
日テレ,NTV
弱年,youth
怪物,monster
初版,First edition
真相,truth
癖,habit
パウロ,Paulo
弱点,Weakness
余剰,surplus
河北,Hebei
持ち帰る,take away
厭う,dislike
リーガ,liga
往来,Coming and going
混成,mixed
草原,grassland
戦中,During the war
代える,replace
ソユーズ,Soyuz
スロー,slow
粗,Coarse
メード,maid
或いは,Or
教習,training
圧迫,compression
線上,on the line
申し込む,apply
クレーター,crater
合弁,joint venture
半減,halved
久々,Long time
絶える,Extinct
虚,imaginary
架線,overhead wire
フライト,Flight
クーペ,coupe
栄誉,honor
名物,Specialty
コサック,cossack
カップル,couple
立命館,Ritsumeikan
這う,crawl
格差,disparity
好意,Good feeling
実数,real number
苦手,weak point
阿蘇,Aso
旅立つ,depart
同種,homogeneous
囚人,prisoner
貯蔵,storage
遊園地,amusement park
アンディ,andy
ゴードン,gordon
あきら,Akira
芽,bud
勝ち越す,win over
微妙,subtle
補完,complement
目覚める,wake up
海面,sea ​​level
湖南,Hunan
発案,idea
絶つ,cut off
司どる,Host
奇数,odd number
愛人,mistress
サラブレッド,thoroughbred
ファイターズ,fighters
デニス,Dennis
拾う,pick up
即座に,Immediately
西尾,Nishio
筑後,Chikugo
友情,friendship
来す,come
投獄,imprisonment
注釈,Annotation
漁,fishing
目論む,plan
真田,Sanada
連帯,solidarity
インフラ,infrastructure
奉納,dedication
悦,Ecstasy
一派,A faction
あまり,not much
ミハイル,mikhail
激戦,Fierce battle
豪族,powerful family
リポーター,reporter
薬師,pharmacist
長安,Chang'an
機密,confidential
安置,Enshrinement
佐久間,Sakuma
明示,explicit
公司,company
捕鯨,whaling
邪,evil
ソマリア,Somalia
操業,operation
山名,mountain name
提起,raise
全日,All day
年俸,annual salary
田川,Tagawa
終始,From beginning to end
絶望,despair
蛍光,fluorescence
魔王,Devil
ソニック,sonic
正徳,Masatoshi
台東,Daito
川西,Kawanishi
マルタ,malta
高雄,Takao
スレッド,thread
ブルックリン,brooklyn
尾根,ridge
枢機卿,cardinal
円筒,cylinder
深海,deep sea
病理,pathology
プラント,plant
水害,flood damage
発進,Start
貯水,water storage
波布,wave cloth
管弦楽,orchestral music
バックアップ,backup
あや,Aya
国宝,national treasure
初等,primary
有用,useful
伺う,ask
信越,Shinetsu
ママ,mom
ドラゴンボール,Dragon Ball
海抜,above sea level
ひろし,Hiroshi
ストレス,stress
プリント,Print
制動,braking
自信,confidence
詩集,poetry collection
麺,noodles
ゲルマン,germane
オンタリオ,Ontario
受注,Orders
交わる,intersect
感動,Impressed
側線,lateral line
妖精,fairy
粛清,purge
いきなり,Suddenly
ジョゼフ,joseph
普遍,universal
在職,tenure
纏わる,be tied up
茶屋,teahouse
議決,resolution
ジェームス,james
デイリー,daily
断,Cut off
日産自動車,nissan motors
宛てる,address
万博,Expo
高騰,Soaring price
発想,idea
読書,reading
勝者,winner
多々,many
俳句,haiku
入試,entrance exam
老中,Elderly person
定番,Classic
帰属,attribution
杉山,Sugiyama
唇,lips
壊す,break
山道,mountain path
ワード,word
ファー,fur
目す,eyes
塵,dust
却下,Rejected
美容,beauty
全滅,Annihilation
八重,Yae
ニュルンベルク,nuremberg
スーダン,sudan
下降,descent
コイル,coil
流動,flow
政宗,Masamune
一流,top notch
ミャンマー,Myanmar
判例,precedent
クック,cook
割譲,cession
大破,Huge damage
弾丸,bullet
折れる,break
枯れる,wither
停戦,ceasefire
施策,Measures
セクター,sector
不当,Unjust
神秘,mystery
高槻,Takatsuki
古賀,Koga
大物,big game
乗ずる,ride
庇護,asylum
後進,backwards
一応,Just in case
誤差,error
登用,Appointment
恰好,good appearance
帯域,band
武者,warrior
ポピュラー,popular
グラミー,grammy
とる,take
中津,Nakatsu
演歌,Enka
特命,special mission
隼,Hayabusa
使徒,Apostle
徒名,School name
パチスロ,Pachislot
ゆっくり,slowly
基底,base
有り明け,dawn
スピーカー,speaker
爆笑,Laughter
見通す,see through
福知山,Fukuchiyama
算出,calculation
棄権,abstention
備中,Bitchu
シャーシ,chassis
オーダー,order
確信,conviction
集う,gather together
転々,Moving around
チョコレート,chocolate
皮肉,irony
公言,Profession
子爵,viscount
効力,efficacy
応永,Oei
人称,person
急進,radical progress
終着,final destination
渚,Nagisa
発端,Origin
ファイター,fighter
ゲームボーイ,game boy
土屋,Tsuchiya
居留,residence
別荘,villa
絶賛,High praise
符,sign
東郷,Togo
県境,prefectural border
ヒルズ,hills
派手,flashy
西田,Nishida
吹田,Suita
クロック,clock
クラウン,crown
裏付ける,support
煮る,boil
春季,spring season
模倣,imitation
打診,percussion
メーク,make
仮に,what if
作物,crops
星雲,nebula
殴る,hit
適正,Appropriate
罰,punishment
義父,father-in-law
容姿,appearance
戸籍,Family register
搬送,transportation
圧勝,overwhelming victory
屋内,indoor
岩石,rock
幕僚,staff
点火,ignition
韻,rhyme
釈迦,Buddha
性別,sex
毎日新聞,Mainichi Shimbun
法華,Lotus flower
大まか,rough
準急,semi-urgent
膨張,expansion
出仕,Attendance
国定,Nationally established
攻防,offense and defense
セルゲイ,sergey
満たない,Less than
片山,Katayama
組長,boss
転居,Relocation
憲章,charter
ケニア,kenya
恵比須,Ebisu
付録,appendix
淀,Yodo
デイヴィス,davis
主婦,housewife
代名詞,pronoun
進言,advice
潰す,crush
野山,Fields and mountains
飽和,saturation
キン肉マン,Kinnikuman
黎明,dawn
粗筋,coarse muscle
苑,garden
英名,English name
王権,royal power
生駒,Ikoma
カエサル,caesar
カルロ,carlo
崇拝,worship
リヨン,lyon
召す,call
スカート,skirt
クリミア,crimea
激突,Clash
ソフィア,Sofia
トリック,trick
原画,Original picture
幼年,childhood
北見,Kitami
サンプル,sample
支那,China
熱狂,enthusiasm
直下,Directly below
年下,younger
マヌエル,Manuel
辞書,dictionary
沸く,boil
初心,Beginner's intention
五月,May
グッド,good
名高い,famous
民家,private house
銘打つ,mark
致命,deadly
カジノ,casino
のび太,Nobita
ぶる,Blue
版画,print
ニュートン,newton
益々,More
絵師,artist
酷,Cruel
脱落,dropout
膨らむ,inflate
ブランデンブルク,brandenburg
コンサルタント,consultant
デビッド,david
触れ合う,touch each other
実子,biological child
各所,various places
停滞,stagnation
土井,Doi
物流,logistics
用,for
肝,liver
鞠,ball
養父,adoptive father
二輪,Two wheel vehicle
サスペンス,suspense
渦,vortex
荒木,Araki
籠る,shut up
ギャング,gang
チューリッヒ,zurich
ナレーター,narrator
門人,disciple
着目,Focus
ステンレス,stainless
クリエイティブ,creative
汽車,train
対談,Dialogue
仕立てる,tailor
克服,overcome
有害,Harmful
歪む,distort
堀江,Horie
特記,Special note
生誕,birth
テクニック,Technique
トレーナー,trainer
国分,Kokubu
河南,Henan
語彙,vocabulary
久保田,Kubota
民政,civil administration
キャッチフレーズ,catchphrase
クラフト,craft
貞観,chastity
締める,tighten
バレンシア,valencia
スクエア,square
カンヌ,cannes
杉並,Suginami
フランチェスコ,Francesco
サントリー,suntory
立教,Rikkyo
潜在,potential
発令,Issue
将兵,soldiers
入り江,cove
トーン,tone
ビジョン,vision
手動,manual
ロビンソン,robinson
ひさ,Hisa
浅井,Asai
ボルチモア,baltimore
フィン,fin
シップ,ship
振り返る,look back
弱体,Weak
果たせる,I can accomplish it
双葉,Futaba
天地,heaven and earth
追い付く,catch up
頭取,president
ベンツ,benz
ペリー,perry
デスクトップ,desktop
山村,mountain village
幾,Iku
慣例,custom
ラスベガス,Las Vegas
キプロス,cyprus
破れる,tear
綺麗,beautiful
帝政,imperial government
励む,encourage
原点,origin
デッド,dead
ポップス,pops
日報,daily report
イエロー,yellow
イエズス,jesus
私的,private
音色,tone
頓挫,failure
三原,Mihara
串,skewer
大胆,bold
チャーリー,charlie
敢行,Dare to act
万国,All countries
カザフスタン,Kazakhstan
革,leather
売店,stand
東京電力,Tokyo Electric Power Company
マウンテン,mountain
ハリケーン,hurricane
ベンジャミン,benjamin
伝播,propagation
日比谷,Hibiya
食物,food
低温,low temperature
原動,prime mover
取り止める,cancel
承諾,Consent
ヘア,hair
キャンベル,campbell
呪い,curse
陶器,pottery
越中,Ecchu
フィッシャー,fisher
大火,big fire
議院,House of Representatives
猶予,grace
浸水,flooding
用法,Usage
ディフェンダー,defender
害,harm
停泊,anchorage
最期,the end
ユニーク,unique
ラック,rack
屋上,rooftop
布教,Missionary work
言わば,so to speak
対局,game
メモリアル,memorial
ウォー,War
志望,aspiration
啓蒙,enlightenment
連鎖,chain
鶴岡,Tsuruoka
転倒,fall down
クローン,clone
含有,Contains
寄港,Port call
神楽,Kagura
論者,argument
カクテル,Cocktail
大納言,Dainagon
上原,Uehara
モスク,mosque
申,Monkey
草津,Kusatsu
住職,chief priest
ショーン,Sean
絆,bond
テッド,ted
別途,Separately
片仮名,Katakana
里見,Satomi
金色,golden
完璧,perfection
御互い,each other
敦賀,Tsuruga
商法,commercial law
別当,special duty
北斗,Hokuto
新宮,Shingu
対比,contrast
ノルディック,Nordic
阻む,prevent
磁場,magnetic field
閉塞,occlusion
